Label,Subtype Type,Tags,Summary,Live on-chain,Description,URL,Image,Main Ecosystem,Twitter,Community,Whitepaper,Documentation,Confidence Level,Contact Info,Geographic Focus,v1,v2,v3
GruenDAO,DAO,Carbon | Tokenization,GrüenDAO develops financial markets for the carbon economy,,"GrüenDAO fights climate change by investing in and monetizing carbon credits (through carbon offset tokenization), climate change technologies, and applications of climate change solutions. The collective operates a decentralized financial protocol for members to define, shape, and develop market-driven carbon assets. GrüenDAO ecosystem can significantly improve, outperform, and replace traditional financial markets in the carbon economy. We strive to set the new standards for the newly emerging carbon economic system and, at the crucial early stage, capture the underlying value chain of the critical asset class, both for the economic benefits and positive impact to address the existential climate threats. ",https://gruendao.finance/,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAR4AAAA8CAYAAACw2tVfAAAAAXNSR0IArs4c6QAAHUBJREFUeF7tXXl0G9W5/313JJM4hEeSAinL4wEtlCRQtldoSKAm1ojScoCWkQOBFkqbUopkuw089rpQSiGA7VEp+1IoIdYABcom2SGUnQINaxooFAgJS2kSyEISWzPfO1e2hSzPJmkc4JyZf3yO597vfvenub+5822XMELXnOzxY/rExmlg7GsxdiPi3RiYSIyxTDSWmC0QrWHwGoDeJcarILwKgWd4x22eSH81vXGEVAvFhgiECHzGCFCQ4zf3HLMNW/lZAI5i0P5gjlYln2gDgR8H6Pb60ZGu302ft6oqOWGnEIEQgc8lAoEQT0v3zG+ZbM4B41AASpAzJWAjiO4G8yV63HguSNmhrBCBEIHPBoGaiCfVk2hgCxeA+cBNoT4BDwI4JySgTYF2OEaIwMghUBXxnLZQm7ihjy4H8zEjp5q9ZAJZELhKROrP7mi46aNNPX44XohAiEDtCFRMPC3Zpm9bZM1jxpa1D1+9BALeIyhHdcbnP129lLBniECIwGeBQEXE05xNtFrguUHbcaqeONEGCPpxurHr1qplhB1DBEIENjkCvoin7RWtbuUyupLBPwpKQyKsB0NhoK5WmUR0UWes62wi4lplhf1DBEIERh4BT+I5s+cHE9aa6/8MYHoA6pgguhjR6JXphluXtT6hjTbX4lAwdAa2r0U+AXePnzDu2Lb9rvmkFjlh3xCBEIGRR8CVeAo7neVYwIxpQaiiCPH9jljXneWy5mSP37oXG15mYKuaxiHcqccyR4c7n5pQDDuHCIw4Aq7Ek8olrmXmHwehBQH36nHjcCdZzdmmUyxYV9Q6FoF+rcczbbXKCfuHCIQIjBwCjsST6m5KsmXpQQ1NhBZdNTqd5BWCEC1zYc3jEVgQaZ2xzB01ywoFhAiECIwIArbEk8rNnAGYDzIjEtSoRPierhrSVmR7tSxo2sfMW4FEJhPRukiEDrz8kK4XgtI/lBMiECIQHALDiGfA3vIPBsYHNwwgFHF4Z2PXvU4yWxdqX8n34p+BjUl4c8L4cVNCY3NgiIaCQgQCQ2AY8SRz2o1gnBDYCAOCFIHvdsSM+5zkygRTy8y/H+i4RL9Nq5mzA5UZCgsRCBGoGYEhxJNaMHMqm+ZjYHi62Ssd2Yt4pGs9vwaBusIJ6AVFp+jqvOB2UpVO/AvUvrVb24OJdiGFX25vMF63U711gbadZWJfApa2xzIvhB7EL9AP/DlSdQjBJHPaAjAOGQn9iOg7upq53012Kqf1BWlXkmMR4RZdNX4wEnPyktm2sC3ysbnkm6Zpxhk0mcBbg7AVgxiMpUR4R/4V4Efa1czCz2oRJ5+atQWt7ruNmQ8bnBMRXTctxicnyDAH/5fKJc5n5rOKkeuEh+qikabLGm77jxcWX7T7Vz87O7pkzaod/eht5tE7flu83zbZ6PXTvpo2LQtP2JKw7ktOfZXeUe9dGr9lXTWy7frI+L1PeH2cmRrAvD2DtgbxBAKtAfgDMD4A0ROs0IPpGV1vVDpukXiS3U0HwLKe9CWAICOE3wLTG0T4JjOP8eqnQBzWEe96wK1dMptYCfA4L1mV3CdCvo6x66Vx481K+tXSNvmIthWtp9MBzGbwFj5lvU5E19bxZjddGr/l3z77BNLMKWxCAKd3xg2ZIoNkT9MsmNafhg9Id6XjmaMCUeRzJKT5IW03qw9LfKvUvyY+JMaTrAhj9Kgx91wy7YY1vvt7NEzlEl3MnHBqJogu7lQzZ9Q6Xn/FCT6PmA5isPApbwkEzZ0QmXRzW0Nb3k+fT4knp90Bxve8OhHR/ZHNxMmXHzz/Hdn29Md+NHbDurUXMjjp1tcP8aRy2tvM+G8vHSq9T6C0Hs+kKu1XaXtmpuaexP+B6Rw/ZGwvn1YJhZs6G43uSsevpn1B51zTR3YESYTnddXYW8pN5bQsM9RhYxC4njDu4pjxcTXjf177VEw8ZRMhov8APNvNk+t37q1PaOPNNXiXgc2c+sik6WkqdijdofqVL9v9oqdp17zJVzG4oZJ+pW0J9AYp1OLmRBpsXyCegYm955k3RbgnrRpH2CmWymkGM452Uton8bzBjJ2rnbhjP8KKKePHffmn+13TF7jsAYGSgNevW3szwEcGMIYJIeakY10dAchyFTEQnb7O9hOX8HZaNf5ngHieYsb+dsJIYEc9ZiwdaV03pfxaiae4wIhuHFW/eXMtu5/mbu1Uy0Laa/5edlSn/s09Td+1LOtPYPyX1xie9wlMoN+Mj01qa6M2y4UoAZ9Rw6ZSp3ylo2H+W3bCkt0z94Zl/v1zSTzS1iPEkXqs625P4KpoIBfviuX0UNAF0QTh/E7V+FUVKlXUJZXVHmdganknAt2qxzPHyf8nu7VLYOG0YYKJXkurmd0qGvAL0Dgo4ilMlfCmAjq+Q808Xs3Uk9nEcwDv49WXQHfo8Yzjy9+uf6q76URm6/rAHUpEt+mxrllOdsvCjsePUZlAb+nxzE5uk0/mtLfAsDXI+drxZBOvM3gXL4CruT+SRuZkNnENwD+pRi+3PtI+BcYBI11xsSWn7WUCD5e+8YiwXFGwf/sMY3nhGek3QD/FzLsX3+ag1ULhQzsaDX+2waABGkF5gRJPv56fROrwdSdvodNUfvFQ09f7+qzn/UxVenGjdZHt/Br7m7OJgyxCT9W10T2UIqILdDVznl0zSv4zuRne/OAjMI9ylUN4OK0art9/qVziHma2zcf6HBDPcl01asqAt8OnsE01rb94PRhE9AgTPy1YPAPi1bBoFyZuYuaDPHB/acr4cfuO5GdigVgWztqe+vpmQ37qCv5H/ajoH8qL7A9UE5jNTPsQ4e2oErn+shnz3vaa+xfxvhvxyBcCM14lKpR02akCT+yjupo5uBLvZSqndTCj2S+GXqlJg3Kk12qdtWEJMzt6ysrHHJh3RdkMTp9/5D9Hytt7kcomrneq2VMr8RDwIgTdAmApLExi4p+BsbXfH0S22wzYOWjvViqn/Z0ZBQOsLbMDa4jESZ1ql2F3P9WjHQqLbnc0RhP1CfDRnapxTyVzDdvWhoAr8QDv6XFjWzmC/Mxe/YHY3cpbe1vAWcz4qtvIJERKj3V52msGZa9cTssrIgfgRT1ufN1r9s3ZRLsFbvFqR8A8QPyFotaicQ2T//lJ95KJvWTubVmYxoB02NR7yFgyXcWUcqM3pXKJ05n5Yk8FiDK6mmlya+f2yVEL8Ui37jh18mWlxqqCy3oDnq3EC+aVL+aFQfn9lm7tO6YFxzQQAj6MKGLa5Y1dr7nJbu2ZOd00rYeHui/pHQFcU1fH181tMIKN6K50oiPYvuWR4768ZX39x5+31Ba/xFMKTSEIdh1+DQu/cKrSKfMIFRHZs71x3r+8YG3uTnzfsvh2hzeajAWzDfRVImLfjhldjvbWXy44dse+fN9rrs4kwptC4Kdu3tXWnmN3zpv5qwFudJuLEDS7M5a5trQNue1ShjT0EYiXyiWuZOaTbd/8fgIIbWw8RHSVrmZ+ZiezJZc40GT+q99SrCToND2WudTrB/d7P5XTrmPGSY67HaJTdTXjq9RH4XcgPpEYPUKhP0ydwX9xc4025xLHWcB25WMrwNIONXOb/H8/OdOJAA5m8A7EqFPGYmr7VGOlvO9Hhi3ZMk0p/79gWtMZ7/qDG3YZ1pTHcziBQVNBmMTg3aVdqVDAn/gtgF4B8ysRRdzoRdZ+dG/u0WJs0QEApjBjNxAvA9EiATw/LlJ/X1vDTRuc9K2GeAZlNWcT51jgC1yw6ErHjZlez1kyp90LxnfsiYd0MNuGiBDRFbqaOdVJfqpbO5st/Mb5ucVyZXPsOfic+NDTNRSHCE/rqiF/h+JFqZz2qJ9CX0S4XlcN19o8qVzi98z882qJJ5nVZGrDV0r719VFdr+s4TbHQK5ULnFfacStK/MCV3bGjVO8gPR7P5lNLAV4B4f2r0+ZMG6SX9tMP0lEt/Sb3pHMJR6z9aIN2OIkKVvMDzAwtlQ/oUQmdjbe9kGBmDxk2M0rlUvcxMw/LL9HwDI9bjhhgdYF2jdME1czYy9PfOWBjozzx9dNmusUkOam++Zi9NHrzPW3MRBzWVzPK1FoTsbeWohHRj2/vGLVIgCT7UkDa7HTxC+5nZYrd4Lm+o0yVm7YOXVE+Fcdj9qzlzZ+YPeJTsBK3nnitk7yU7nE35j5fx10YyEQrySOrGAvMte/xMCXnWSOimLb0p07JXPav8Bw9VZJYcLHok1ltasZmF0t8aRy2tA4HqK+6TEe7fbmT2UTZzL4t54Pc3/6xJ911fAMkvQjS25Xe/N9tqEFsj+BztLjmYv8yKqmjdvCI8K5zHgAjM3LZX8WxJPMJS4lRmsFkbADatMLdZHIEXYGbKf5y6BH2dkPwZH0yglxREds/sPlONVCPFKWl9OBFHxbbzTkOXG2VzInA1H5d7ZrCbhQjxvnpLLarQwca9tGUJMey2TK7xVKGVvrP3T6TJM2HT1uyNOAK7pacoljTOZ5jkQPOkGPZ/44eF/aeD70Y7wiQqeuGq7GqFQucQszF+I+yi+fuVpDIpflg6HHM65BTS057QSTcaMflIiQ01Uj7qetVxuvFBM3e1JzzzF7WswVn7g6ofFrLwzauVwW3nKAtnQyVm9q4kl1JxJscZcXno4PLNH9upoZ9rnhSLyVDkR4aUJs8l7lwW61Eo/cwWI9HFNfBNGcTjVzmZO6qay2hAHb+KhINDKl/ZDbXnG1MRJl02pGnuw75PKqe2Vnj/EDaeGsvV6859iW8Ku0apz/KfFktQ1uodhFQQJz0zFD5h85XslcYp7TIX8+iWcZ86d2Cz/E45xDZEN+wBN63Ajk1NNkNnE4wM6eJgWT043GYjuwUtnExxXkcH0qYueJowa3z9UuvE1JPANv18W23kfC2wSap0DcaUJ8TDAPYfCvmXmb4S+t4UXkqp2/3e9hVwu8VuKR4ySzmlyIE20XDNFlaTUzx/b5kFUi8qZtsKH07g56rQqfdCtXvQfGhGGYgSyui+4oD1UovZfKJQ5jZsfyNAph7w7V8BU3VD5mKqu943RoQ7mtVtp4/GWEC/pNOpY51414UtmE7pSz5SecO5VLvF/64PkhnlS2aSbDKhhTvS47I5dXH6f7XoQXGYv69qnG+qCIR8ZQ6KoRHZTnd+EN5AytYmk7Y9CmJB4nx4WcC0UwpfMQ49VSfArOAvCj5Z8BRFiqbI6vleLpNX8Cugl0LxGvtkAzGDzLMTrX5tkOgnhSOc05zQR0gx7P2DomXJ0WRGek1UzRC53MJa4C80/tnjMSOEePGReW3vN6bkePGbtFtekdqZz2MDMOttWFaL6uZoonD0viWeXrVFAfRbVkrZZ8nu4DeFgcgU/iGfLZ54d4mnNNmsXWsG9Z28mDFurxTCBlP+SJqiYsxzIfSp2yk1N6STU7HiJ8pKtGMXPfa+GBcE90M+XUwWRemY9nfSKminprweACHmnjcvmLpPibEF2dVjO23k+nQnQkMF2PGY/5IV47s0CyO3EBLD7HfveBm9KqIb1/xSsI4knmtP/Y7UbkIE7Z5G3Pzq5fuWLV++VOgYJiBK5TojuV2rwK0ccoeHbtrtfTcWNIXFFzdyJuWexoW4IQ30zHup6q5oXsarYh/D6tGsVEcnLbHpUO7se4LNsXXKY9aLIYx4JpaqHMBWFtJBI5QH6Xuu6YykjQD/GkctpRzBh2ZI498bifdFEJ2Kmsti8Dzzr1iSgUa2/M9AS14wHonXQ8U8zcdyMerxM9PBevS5S6X6/WLxce86Xe3vyHDi+A1QBvtLvHMhrYJlmRSPxEV7uu89adNmCL6DbpA25dPeRNL1M+Pu5bZWvgJtyXVo3vBkk8XjYPpwjj5u6mH1iWVTTCDsGI6PG0mhly1FR/dYHEUqdPHAE6uDOeeWRQTsG+aOYda5ELgWRnzPh9JWtBtvV0tpTtvqRX6xkw9vMcyCUz3a3vnOzxYzav22Wjnzodqay2upTpCVijxw3XejaetpYS5fyEBHjiMNBA1qbeiA0Ft7TtJXBKOmZcGRTxyHIkpUZW1x2PUPZJx+ZLd67rNZI7Hv8R8V5a9t8nwuW6avzSi3iIsFhXDVs3djKnyQJWw6Ldy7GVY9S640lmNZmsaRutLuWXE8LgvFw/V0BnReuUIYF4sl9fn3mBU/wcaOhurj/nrneFY5oH4YG0ahQLwvn7dbwTzYWCmZ2NRtHJIL1asvKcZzCTPHJ4fBRbtzUYa/0qU2m7VE77hBmjB/v5IR6vT55SHYjoPF3NuAV2VaRyKpd4iZmHBdMNLJRFnbHMvnZ5OfIUDyJrSM4LW9jHLSygXHdHr5YPT6DX4kUAOx6/pRz8Au6beF10T2a1l+1ia4Imnv7PpY9eYXChpMiwi7BiegzblIeJFCKBrb7Xg8wUl5HS46M8sXTdprKJh9zq7gghftgZ67rZ728zJ6vt1Au8YPt52P/SyIvomK06Gm76qLi2B8pZuhqNBxsL0Lmd8YxjxKNfRZ3aJXOJ9aXJqn6IJ5lrUsFW1tfYijgu3dh1q6+2Phqlsom5DLb1TBTeamUs7ybSK3dGKFBLg7qcicdfro7UZSR3PO6fDNKjhWJJVR9QA4zFpQdCVqe7fV5d0MSTymmXMRfSJuwvBxuXqx3KF0gOjQSdlI5lbii+cLqbWmBZ7Y7qgVYrdbyvn0z6gSTzBW4lYYiwQFeNIWkV5BXoNEQ5WeSHxEl6rMtX3EylWCWzmqwZW0w680M8cvfAbNraUsrHDzpJ1MvOA8LbIoJ4ufemXK/CG4NIRpPaZgrLSNXx22H30pq+1Sy88nGdY4HoZV3N7GH3+zmF8ZdHLrvZEqJRsVetZ55VM3+nhN6giKdwNBRtTLuVKJX5e9G6yKTy0hVt3CZW5Ba/5RIJX+lyKrYnwmO6akwf/Ie0v/X1mm+4hXTItUcQZ3So8690yqYfKKtxLZh3dVPOLlyBznj02HHr1vetqGR7JycCQefpjZnaT/4s0TiZ09aURtv6IZ6WrHaICSzw+lX81BPykmF3360USKE9YS2EONlppzVQC+dOt+hxgjhGj3fNLx2/moU3nHgccoGINowZHdm2vCyGjBt5ZeWqN0tjrQZlEg0lq0LbFavW2iUikkNUbSX4VzP/oIlHksXK7td2EWTuYTHvxeBTnLxYg3Nz2gVXtHOvBKiBtlFF7Faa/9acS5xlMQ9xtduJlSEoAN1HQua4KYvzVt8OILE3sXUgA9/3wRtPpuOGTZG5/nq6i/yEmNsotkQQXReJKn/0W3zIDbNhbmbC2rRqDMk1Ku/f2pNozJvsWZ+YgGv0uGEb71DF71jsUiAOLni33CORCbLY/CLBtMgSvAJM2xMwzUc9nmf1WOYb5W+dahaezY7nQvSfGmF3dW2GUScNnlwwQDpznWrDlFYrHBTmVDmPiJ7pjHXtXz6nwpu4z7yEgWG1oSICN5R6CauZf1DE0/8+QS/3/+YVRKA7l5bxa2ut9lkloot0NVP8rQfsUC+OVOG9/pcu9QkW0zvj858u17uQVu8jm9Z1vv3nV9FdisC1l8/oWlBJoaMhb/HyUyZ8EI9f47Lddq/aH7G8X3M20WqBLw9KXnEXAbKEEDPscomqWXjD9PaIgZKfBQCelw+QjM2y2+kUdbXJ/E91Nx3BlnWXLS6EB6IRceYW21j/WLtsVDSPDftbhDQzJg1rT1g7ZnT0v0t3YNXMP0jiqfS3lombm9Vhsl2Jk/6vjvy7TsX4BNHZLNixzEVRF5MOcwrglRUlp8WwY6lBu6W7aXeTrScDqbVsA0h5CERpkwLxyArzfaY1JIq0UmCL7WUdD6YbRIRvHCyb6VfWsIArH8Tj5bYcfDuNFth6JE9CSGYTfwQ4sPO7CNhIgmZ1xjJ32OFXzcIrlyMDPk2TXq3+RIxPH3klIr5hVwPGR9kVkwjsVsWPQJfq8cyQes/VzP8zJJ4nI0r0OKcaPG41z6W5YXzdmK3dSngUd5gLZ22Pvt6ljnV6bI6Y6i8dgrtLvcl+16tbOxpIZHVqUywklMppPcyYEcSgAzJMEB4kEteOj+x+n884nn8zsFXxLeoSkzHYJpXVZjNwtSsIPkp61Drvwvd+7pULGaj5bCMQ5FExR6RVwykitSqPlN0cm3u0JsvEEPtRpViUnr9V3nfg+CO5pbd3LXsNRnhWiY6JlbpiZZcvAvEUSoUCF0yP4UK3CgtusXSV1gp3K3NDhNt11dDKIZfmAovpz1X/RiUCZdgNkTjZyx1fJB6P0Guvx8Pr/pJ6gQO8dhzDQuyFaPU64sXLBdlfZCryNb91brwm4nW/UDWO+TKnovde/YnwV4WQbI8ZL7m1rWbhOclL5RK/ZeYzvXSzu29n2ylvJ6N4N/bRXKfKBY5vRaKnRhMfavfcVDP/TbzjWRKJ4IftM4y/ueEqj43OW3jRBQPPE3hL+6ZyiZ8zs23ksTSJjFFGb3tR480ryscbOOLqIiY6sfri79QTjdIcPx7LoWenuyR5VfNQlvZxitQsbTNYWEsmNjLxeU6Rv0P6eB+77KvaW63zK+3ff1YV/QTgU2xtFmWDyc8qEM0X4A6/mcHVLDy3OUr3N1v5OQya6fngybAKxj2CaG4lR7bIEq95y7wCDFtXfYl+SwREWoy1bnRKtK1m/iNFPAUbJ+hdgN8F4SkhcHv7jMxTfmydqe7E5Wxxqz2pY+XkCeMm+i0mJ2U09xyzjWXm5ckgtkZvr5rPMrRjI+hMAh9Z+vXhTIxYD1CPIsTc9sb5j/pdR0OIx69r2q/w0nak0CFe7vfmrHYaE9Go+s2v9JMhO5BQJzOvZbV/2yuImJFq5jvYR+aw5E3zUIa1K+T50/L8dGA1QLLm7pss/46yFqUPMmzzmmoZu5q+p+dmbiuLeTOL7S3i7eW52VR4iGkZMS0DWcuijJdqKZovbUsWYxJbmAT5FzQKAkvJ4ncItKRD7XrUz6KtZn5hH38IyBywlgUz92OLG8DYngvPLU0g4jUAFc5OZ6InJkRHP+LH/lQ+6rBi0cmsJhPKisFG/tT0bqUIpcHOO+Pd07mFZ9UzIkNXM47nTdcydtg3RCBEoHoEhhGPTI7jPD0XgKdjiFZBE0/LwhO2tHrXLXaq8yrPkh6jjN7D7nu2erjCniECIQJBIGB7PIZrnk21oxK+5ealqVSsW5lVWbek0oLVlY4ftg8RCBGoHgFb4pHigo5LQUDEI+v9PNpNVzhVXZO6k6B2PZZxTtKrHq+wZ4hAiEAACDgSj6yj04sNzzkVnK547ACIRxo+18O8FYxvOY1PwHO888QD3Y4OqVj3sEOIQIhAoAg4Eo8cJZU79qvM+QVBZMz6cae7zaz/8487ChUNHS4iLFI2R6Pfg8gCRTIUFiIQIuAbAVfikVIGShrKshNDDtrzPcJAw2qJp/WhYyab+fwVTkWkP9WD/h4Zy7GQdCr9ZcL2IQKbHgFP4pEqDUSedjtV2/OjdqXEUzid0NogjzuRRcFdM4Dl51V9fTRWXsbBj15hmxCBEIFNj4Av4pFqFUKq1+J+ZuxflZo+bTyyohm99UESzGf7Ov0CdJdSV39ieS5PVTqGnUIEQgQ2CQK+iUdq07awLbKqd/EZDD7XLVrYVnMfxNPSkzjSMtHuK1lNFtgiai4t6bhJEAsHCREIEagZgYqIZ3C0ZI82iSzcUMnux08AYXnNZafZEfCEokSPdyozUDMqoYAQgRCBEUWgKuIp7H64TazqXtxqMc528zQNau9FPDI3JJVLWB6zfZ2AudNUXO9WZmBEEQuFhwiECNSMQNXEMzhy6xPaaHOtmMXMp9qdIOqXePqLXb9ie/KANB4TiYvHxXa/o43avMipZlBCASECIQIji0DNxFOqXqpbm8YWTgVweOlpEbKNV3Z6ISI5h/ygPFmcHYQeQMzX1fmexdxHFqZQeohAiECQCARKPEUbkPRMvf3BVGYcQhbvxYTJCik/cstO76/Yv3g+mHs4IhakZ3S9EeREQ1khAiECnx8E/h+QnBoevt+FywAAAABJRU5ErkJggg==",Ethereum,https://twitter.com/gruendao,https://discord.com/invite/w7nXvR9Vg3,https://docs.gruendao.finance/introduction/grueendao-introduction,,,,,0,1,1
Helios,DAO,Energy | Solar,,,,https://helios.eco/,,TBA,,,,,,,,0,1,1
Hyphen,Data,MRV,"Hyphen enables immediate, dynamic and well-informed actions to address climate change.",,,,,,,,,,,,,0,0,1
IETA,Network,Standards,Our mission is to be the trusted business voice on market-based climate solutions.,,"IETA's mission is to: Empower business to engage in climate action, advancing the objectives of the United Nations Framework Convention on Climate Change and the Paris Agreement as informed by IPCC science, and Establish effective market-based trading systems for greenhouse gas (GHG) emissions and removals that are environmentally robust, fair, open, efficient, accountable and consistent across national boundaries.",https://www.ieta.org/,https://www.ieta.org/resources/Images/IETA_Logos/IETA_logo_2021_rev.png,Web2,https://twitter.com/IETA,,,,,,,0,1,1
Impact Market,UBI,,,,,https://www.impactmarket.com/,,Celo,,,,,,,,1,0,1
ImpactScope,Protocol,,,,,https://impactscope.io/proof-of-impact/,,Custom,,,,,,,,1,1,1
Internet of Energy,Protocol,Energy,The Internet of Energy Network (IOEN) is an interconnected system of virtual microgrids that facilitates transactions within & between local energy ecosystems on Holochain.,Yes,"Using blockchain and Holochain technology, IOEN enables homes anywhere to function together as an intelligent, cooperative electricity system. By connecting homes in this way, they become a local, virtual energy microgrid. Any energy device, whether generation devices like solar panel systems, storage devices like batteries, or consumption devices like household appliances can be connected within the minigrid network. Together, they coordinate energy effectively, creating a secure, reliable, and scalable minigrid that unlocks the opportunity for more renewable energy within the local network. Clean energy microgrids are the future of energy everywhere. IOEN’s mission is to create and deliver digital infrastructure through blockchain and Holochain technologies that accelerates this transition for everyone.",https://www.ioen.tech/,https://global-uploads.webflow.com/61397962e0e1b0000b5ef6ac/6152771d362df0e75609a5c5_Variant%3DColour.svg,Polygon,https://twitter.com/IOEN_tech,,https://drive.google.com/file/d/1EQkoBxB0UJSJLlQO_yvP7KWybEXsPNY4/view,,,,,0,1,1
Interspecies Money,Product,Wildlife | Biodiversity | Vertical,Interspecies money depends on distributing value to widespread species that most contribute to the regeneration of ecosystems such as trees and insects,,,,,TBA,,,,,,,,0,1,1
Invert,NFT,,,,,https://letsinvert.io/,,Binance,,,,,,,,1,0,0
Islands of Cool,NFT,Carbon | Demand | Community,"ISLANDS OF COOL IS A PHENOMENON. AT THE INTERSECTION OF WEB3, CARBON REMOVAL, AND CULTURE. A WORLD FIRST, CARBON NEGATIVE, DECENTRALIZED BRAND. ",Yes,"HERE AT ISLANDS OF COOL, WE DON'T JUST MAKE NFTS - WE MAKE DIGITAL CARBON SPONGES™. WE'RE BUILDING SUPER EFFICIENT, SMART CONTRACTS, THAT REMOVE CARBON AT MINT AND IN PERPETUITY. AS WE ALL SET ABOUT BUILDING AN INCREASINGLY DIGITAL DECENTRALIZED FUTURE - HARNESSING SMART CONTRACT TECHNOLOGY TO TACKLE THE GREATEST CHALLENGE FACING HUMANITY, SEEMED WELL, SMART. AND PRETTY COOL",https://islandsofcool.club/,https://pbs.twimg.com/profile_images/1502127511584776192/HLi7p1ts_400x400.jpg,Solana,https://twitter.com/Islands_of_Cool,,https://islandsofcool.club/manifesto/,,,,,1,1,1
Ivy Protocol,Product,Carbon | Supply,"A crowdfunding platform for climate projects, Ivy connects pre-certified carbon offset projects with investors, making it possible for anyone to directly invest in carbon assets, while helping to fund the next regeneration projects and climate technologies.",,Offers carbon credits that can be traded after funding and used as DeFi collateral. Tokenizatioon used to let project developers upload all available information about a pre-certified offset project. Projects get crowd funded by pre-selling future carbon credits (FTCO2 Tokens). When a project receives certification it starts to issue carbon credits (TC02). Carbon Credits (TC02) are sent to yourr wallet and can be liquidated at any time. ,https://www.ivyprotocol.com/,,TBA,,,,,,,,0,1,1
Just Dig It,Product,,,,,https://justdiggit.org/,,Web2,,,,,,,,0,1,1
Katalyst,NFT,Carbon | Demand,"A grass-roots, climate-obsessed community investing in climate solutions. The Katalysts NFT grants the highest level of membership to The Katalyst Collective. NFT sales fund regenerative projects including carbon removal and biodiversity conservation. Get the minted NFTs.",,"We scale climate solutions through ReFi, we partner with carbon project developers to deliver high-quality climate-positive projects, we provide a valuation model for natural capital, and we mobilize effective carbon removal. ",https://www.katalyst.earth/,https://uploads-ssl.webflow.com/620c4aa19c2d646f881f1018/628a2840ede95050d310e3e7_Component%201.svg,Polygon,https://twitter.com/KatalystEarth,https://discord.com/invite/9sFjXpKa62,https://www.notion.so/Katalyst-Earth-Greenpaper-512dd5065b5043cda790b0ccbd7c5268,,,,,0,1,1
Kenza DAO,Protocol,Carbon | Supply,Powering climate action by creating money out of clean air.,,"Kenza is a DAO (Decentralized Autonomous Organization) with the mission to accelerate early climate action by homes, small businesses, and communities. The Kenza network  is powered by a blockchain with a native protocol token incentivizing a two-sided carbon credit marketplace. We credentialise emissions performance and provide the means for private corporations and public institutions to purchase carbon offsets from environmentally-responsible citizens, which as a result, will fuel green economies.",https://www.kenza.ai/home-en,https://uploads-ssl.webflow.com/618c041a2ad7233b5cd322d8/62025a60a886980170c1e7d7_Logo%20kenza.png,TBA,https://twitter.com/kenza_dao,https://discord.gg/cJhsrfKs9M,https://docs.google.com/document/d/1oW17E9T-lBJIBYZkx3mqWbzYdgnWfnRSDU-KcKXQWfs/edit,,,,,0,1,1
Kernel,Accelerator,Education,"A custom web3 educational community¶ We are building an open, peer-to-peer, lifelong network of awesome humans, one block at a time. Each block accommodates 250 individuals and runs for 8 weeks. It is a unique experience.",Yes,,https://www.kernel.community/en/,,,,,,,,,,0,0,1
KlimaDAO,Reserve,Carbon | Demand,"KlimaDAO economic system is embedded into the cost of carbon to the climate, through the creation and governance of a carbon-backed cryptocurrency that aligns incentives between stakeholders, civil society, and organizations.",Yes,"Klima DAO gives Web3 builders and users the opportunity to participate in the carbon market through the KLIMA token. KLIMA tokens are fungible, are backed by at least 1 Verified Carbon Unit* in the Klima DAO treasury, and holders of KLIMA will have the ability to vote on Klima DAO policy. The role of the DAO is therefore to be the DEcentral bank governing the monetary policy of this new form of money.",https://www.klimadao.finance/,https://pbs.twimg.com/profile_images/1478155147649953799/7hlpmj4N_400x400.jpg,Polygon,https://twitter.com/KlimaDAO,https://discord.com/invite/klimadao,,,,https://www.klimadao.finance/contact,,1,1,1
Kokonut,DAO,Stewardship,,,,https://kokonut.network/,,Gnosis,,,,,,,,0,1,1
Kolektivo Curacao,Ground,Stewardship | Governance,,Yes,,https://www.kolektivo.co/,,Celo,,,,,,,,1,1,1
Kolektivo Labs,Builder,,Kolektivo enables local communities to create and manage their own regenerative economy to fuel prosperity.,,"A digital community currency that leverages the latest open financial tools built on blockchain technology to create a digital, stable, and transparent currency that matches the local currency of Curaçao in terms of the unit of account. CuraDAI is 100% backed by Dai, a digital currency soft-pegged to the US Dollar and is used to fund sustainable development on the island.",https://www.kolektivo.co/,https://assets.website-files.com/5fcaa3a6fcb269f7778d1f87/60a957ee7011916564689917_LOGO_MARK_color.svg,Celo,https://twitter.com/Kolektivo,TBA,https://www.kolektivo.co/whitepaper ,TBA,,TBA,"Curaçao, South America ",1,1,1
Kolor,Protocol,Stewardship,Land NFTs supporting conservation of Patagonia,,,,,Celo,,,,,,,,0,1,1
Kowye,Product,Carbon | Demand,"With a long history of political instability, and high inflation, LATAM needs crypto more than ever. Access to crypto ramps are not equal for LATAM users, who must accept higher fees for the same services than the rest of the world Koywe is infrastructure to connect the region’s portfolios and wallets, on and off chain effortlessly. All transactions with Koywe are carbon-neutral",Yes,,https://www.koywe.eco/,,Polygon,https://twitter.com/koywe_eco,,,,,,,0,0,1
